Post ID,Comment,Post themes,Background sound / audio,Harm score,Explanation
DFvHb4NuWrd,Bought this after watching you talk about it previously and I can say… my skin has NEVER felt better and more hydrated!! ❤️,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,Shows trust in the creator's advice and appreciation of the product. Supportive.
DFvHb4NuWrd,"With due respect, I want to say that before making such videos, please do thorough research. Hyaluronic gel is not suitable for people with dry skin. If people with dry skin apply hyaluronic gel, their skin will become even drier. There are hyaluronic serums for them. It is for those who have acne. When you make such videos, first specifically research and mention which product is suitable for which skin type. Because people follow you and buy products without seeing what will be suitable or not for their skin","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0.5,"Although prefaced with 'with due respect', the comment questions the creator's competence and could come across as dismissive."
DFvHb4NuWrd,Is this Sponsered ????,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,Neutral question about sponsorship. Doesn't imply negativity directly.
DFvHb4NuWrd,This has been my Go-To since day 1!!,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,Highly supportive statement about the product. No issues.
DFvHb4NuWrd,Ummm. We didn't see you apply spf before your makeup,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0.25,"The phrasing is slightly condescending, especially starting with 'Ummm', but the message itself is constructive."
DFvHb4NuWrd,This moisturiser is literally my goto during summers🔥🔥Their sunscreen formulation is amazing too🙌,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,User shares a personal preference — the tone is neutral to positive.
DFLpKTPv1L-,I would watch it. I love your videos.,"Men, couple, personal experience","Yes, normal voice",0,Supportive praise showing appreciation. Encouraging tone.
DFLpKTPv1L-,"I just need your voice to customize my assistant to sound like this. Then my husband can send me a list, your voice can read it to me and I will have actually listened to it!😂 I could listen to your accent and talk all day long. Along with the makeup torts! 🙌","Men, couple, personal experience","Yes, normal voice",0,Playful compliment with admiration. Positive and respectful.
DFLpKTPv1L-,Both of u❤️,"Men, couple, personal experience","Yes, normal voice",0,Affectionate and warm comment. Clearly supportive.
DFLpKTPv1L-,"Drama or no drama, a reality tv show will change you as a person, not neccesarily for the better. At the end of the day, it’s all about the numbers, dollars$$, it will be hard to keep it real & true to yourself. Boils down to whether it is your thing or not. Just my thoughts.","Men, couple, personal experience","Yes, normal voice",0,Affirms creator's value regardless of drama. Optimistic and kind.
DFLpKTPv1L-,They were right,"Men, couple, personal experience","Yes, normal voice",0.25,Ambiguous phrase could imply agreement with criticism. Mildly dismissive.
DFLpKTPv1L-,"I agree,you need your own show .And your own make up range 🙌","Men, couple, personal experience","Yes, normal voice",0,Strong support for both content and brand idea. Very encouraging.
DFLpKTPv1L-,Chip and Joanna Gaines don’t have drama. Maybe Discovery. “Fixer Upper” but for faces. 😂❤️,"Men, couple, personal experience","Yes, normal voice",0,Constructive comparison to support creator’s value. Respectful.
DFLpKTPv1L-,I really dnt like the makeup,"Men, couple, personal experience","Yes, normal voice",0.5,Blunt negative opinion about makeup — lacks constructive tone.
DFLpKTPv1L-,👏👏👏🔥,"Men, couple, personal experience","Yes, normal voice",0,Emoji-only celebration — shows praise and excitement.
DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Heart emojis — fully affectionate and positive.
DFLpKTPv1L-,“It is very spicy” lmao 😂 too nice?! Wouldn’t that make us want to watch you more?! 🥺,"Men, couple, personal experience","Yes, normal voice",0,"Playful yet supportive, ending with affirmation. Laugh emojis are positive."
DFLpKTPv1L-,Forget that… create your own show on YouTube..simple,"Men, couple, personal experience","Yes, normal voice",0,Encourages independent success. Warm and affirming tone.
DFLpKTPv1L-,We need a show!!!!,"Men, couple, personal experience","Yes, normal voice",0,Direct and enthusiastic call for a show. Clearly positive.
DFLpKTPv1L-,Magnolia network. Quality programming without the ridiculous drama.,"Men, couple, personal experience","Yes, normal voice",0,Constructive and respectful suggestion. No harm implied.
DFLpKTPv1L-,🙌,"Men, couple, personal experience","Yes, normal voice",0,Celebratory emoji — affirming and kind.
DFLpKTPv1L-,😍😍🔥,"Men, couple, personal experience","Yes, normal voice",0,Series of positive emojis — admiration and support.
DFLpKTPv1L-,Absolutely.. U rock the make. Up world.. I personally don't apply or use but whatever u do is mesmerising and absolute master piece to perfection.. Stunning transformations.. Keep rocking 👏👏👏,"Men, couple, personal experience","Yes, normal voice",0,Supportive comment highlighting admiration. Loving tone.
DFLpKTPv1L-,You are beautiful people!!❤️,"Men, couple, personal experience","Yes, normal voice",0,Warm and affectionate compliment with heart emoji.
DFLpKTPv1L-,What they mean is that they need mean people cos that’s what attracts viewers 😂,"Men, couple, personal experience","Yes, normal voice",0,Defensive of the creator and critical of industry norms. Supportive tone.
DFLpKTPv1L-,I love you adi❤️ aap bohut ache mecup karte ho,"Men, couple, personal experience","Yes, normal voice",0,Multilingual compliment expressing love and respect. Very kind.
DFLpKTPv1L-,Too nice?? I’d much rather see a happy couple setting a great example to all of us rather than nonstop drama 😂,"Men, couple, personal experience","Yes, normal voice",0,Defends positivity and calmness. Supportive tone.
DFLpKTPv1L-,Bah humbug,"Men, couple, personal experience","Yes, normal voice",0.25,Dismissive phrase — mildly sarcastic or grumpy. Slightly inappropriate in context.
DFLpKTPv1L-,Still nice ❤️,"Men, couple, personal experience","Yes, normal voice",0,Short but affectionate message with a heart emoji. Very kind.
DFLpKTPv1L-,"I stopped watching a few influencers because of the drama, extra attitude and over exaggerations. A lot of times I just want to see a review, opinion, tutorial on things with a calm voice and a smile. 😊. I hope they really consider because I really enjoy your content","Men, couple, personal experience","Yes, normal voice",0,Constructive reflection on influencer culture. Neutral to supportive.
DFLpKTPv1L-,Would love to see you guys on a reality show 💕,"Men, couple, personal experience","Yes, normal voice",0,Warm encouragement for a reality show. Supportive tone.
DFLpKTPv1L-,How are your teeth so white and pearly?😍,"Men, couple, personal experience","Yes, normal voice",0,Admiring question about appearance. Positive and flattering.
DFLpKTPv1L-,They were so so wrong! 😂,"Men, couple, personal experience","Yes, normal voice",0,Supportive disagreement with humor. Laugh emoji adds warmth.
DFLpKTPv1L-,Great makeup,"Men, couple, personal experience","Yes, normal voice",0,Direct compliment on makeup. Very affirming.
DFLpKTPv1L-,"Just love what you do and as a MAC MUA, and being in the business for 3 decades , I still pick up your tips and use them to add to my m/up knowledge. You rock!","Men, couple, personal experience","Yes, normal voice",0,Professional support and admiration. Extremely positive.
DFLpKTPv1L-,"So that’s not a bad thing. You definitely are a class act and do you really want everyone all up in your business?When the time comes, yall are made for bigger and better things. 😍","Men, couple, personal experience","Yes, normal voice",0,Encouraging tone that affirms the creator’s peacefulness. Supportive and kind.
DFLpKTPv1L-,"Produce your own , YouTube network people ! You two are too fabulous to not be seen !!!!","Men, couple, personal experience","Yes, normal voice",0,Supportive suggestion encouraging independence. Empowering tone.
DFLpKTPv1L-,I love you guys!!! We need to pitch this…please try again…. Who knows…you just might get discovered!!! 💕💕😘,"Men, couple, personal experience","Yes, normal voice",0,Affectionate pitch with loving tone. Clearly positive.
DFLpKTPv1L-,They don't know. They're missing out!!!,"Men, couple, personal experience","Yes, normal voice",0,Defends creator and adds encouragement. Supportive message.
DFLpKTPv1L-,We all need Feel good reality show?!!! I would binge that!!@Netflixmake it happen,"Men, couple, personal experience","Yes, normal voice",0,Positive comment showing demand for uplifting content. Very kind.
DFLpKTPv1L-,@bravoandywe want them!!!,"Men, couple, personal experience","Yes, normal voice",0,Supportive tagging to encourage visibility. Enthusiastic tone.
DFLpKTPv1L-,National Geographic all day,"Men, couple, personal experience","Yes, normal voice",0.25,Could be perceived as sarcastic or mocking depending on context. Mildly dismissive.
DFLpKTPv1L-,Keep shopping it....,"Men, couple, personal experience","Yes, normal voice",0,Encouraging tone urging persistence. Respectful and kind.
DFLpKTPv1L-,"If you’re good at what you do which is giving the best makeup advice, then you don’t need to cushion that with bullshit and drama. Stay true to who you are!!!","Men, couple, personal experience","Yes, normal voice",0,Affirming comment that uplifts the creator. Deeply positive.
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,Laughter emojis likely meant joyfully. Context is not harmful.
DDH4ioxOW42,I love your coat! Where is it from? :),"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Appreciative question with warm tone. Very supportive.
DDH4ioxOW42,Amazing !! Can you write the places in the description pleeease😍,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Positive compliment followed by a helpful request. Supportive tone.
DDH4ioxOW42,787 coffee is from Puerto Rico!!! Love thiss. You should go and visit at least once in your life,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Provides extra info and offers admiration. Encouraging and kind.
DDH4ioxOW42,Going to Cornelia st is so real 😂 loving reelmas!,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Playful and supportive with a laugh emoji. Clearly positive.
DDH4ioxOW42,Are you going to do a vlog about New York? I would to see things in more detail and hear more about the stuff you saw there x,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Encouraging inquiry about content. Polite and warm.
DDH4ioxOW42,Would love it if you could compare NYC living to London!,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Thoughtful comparison request. Respectful and engaging.
DDH4ioxOW42,Where is the jacket from ? :),"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Inquisitive fashion-related question. Friendly and curious.
DDH4ioxOW42,Reply,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,"Short prompt to respond — neutral tone, not aggressive."
DDH4ioxOW42,Amazing 😍,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Compliment with expressive emoji. Uplifting and kind.
DDH4ioxOW42,😍😍,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Positive emojis express support and admiration. Harmless.
DDH4ioxOW42,So cute that you can take Caspar with to Pilates 🧘🏽‍♀️,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Affectionate reaction to wholesome content. Very warm tone.
DDH4ioxOW42,😍😍😍 can you tell us where the cute black jacket in the end is from?,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Warm admiration and fashion inquiry. Supportive and kind.
DDH4ioxOW42,What reformer studio is this please,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Polite studio question. Curious and harmless.
DDH4ioxOW42,What kind of camera do you use Ambar?,"Woman, travel, vlog, personal experience, personal opinion","Yes, VoiceOver, instrumental music",0,Neutral technical question — respectful.
CyKrLLoOj4M,😂😂😂😂😂,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.25,Laugh emojis under a fashion/body image post — could signal ridicule.
CyKrLLoOj4M,No te queda ningún,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.75,Direct criticism in Spanish. Undermines creator's look.
CyKrLLoOj4M,🤢🤢🤢🤢🤢,"Man, fashion, outfit, body image","Yes, pop song, viral audio",1,Vomit emojis used toward appearance — highly offensive.
CyKrLLoOj4M,Obsessed!,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,"Short, enthusiastic expression of admiration."
CyKrLLoOj4M,احترم الكرشه يا شفيق,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.5,Comment makes a joke about belly fat. Borderline body-shaming.
CyKrLLoOj4M,Reply,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,"Short request, neutral tone. No harm implied."
CyKrLLoOj4M,That’s not men’s fashion bro,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.5,Dismissive of someone’s style. Possibly gatekeeping fashion norms.
CyKrLLoOj4M,Shiv Fps in another universe,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Playful pop culture reference — not harmful.
CyKrLLoOj4M,Hate from Palestine 🇵🇸,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.75,Openly expresses hate — harsh and harmful intent.
CyKrLLoOj4M,Reply,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,"Brief prompt — neutral, not offensive."
CyKrLLoOj4M,Reply,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Same neutral prompt — no harm implied.
CyKrLLoOj4M,WTF🤮🤮🤮🤮🤮🤮,"Man, fashion, outfit, body image","Yes, pop song, viral audio",1,"Vomit emojis combined with 'WTF' — aggressive, offensive tone."
DFGUdskNOh1,"Merci pour tes vidéos, je me sens moins seule❤️❤️❤️, malheureusement je crois qu'on ne guérit jamais 😢","Girl, body image, personal experience, raising awareness","Yes, instrumental music",0,Message of solidarity and appreciation. Deeply kind.
DFGUdskNOh1,"Lessie, I'm proud of you.❤️ I would hug you and I would like a hug from you.🤗🫶","Girl, body image, personal experience, raising awareness","Yes, instrumental music",0,Emotional and loving — expresses pride and support.
DFGUdskNOh1,You are SO strong…. Putting out allowance and helping so many people who near it 🙌❤️👏,"Girl, body image, personal experience, raising awareness","Yes, instrumental music",0,Highly affirming and respectful — builds creator’s confidence.
DFGUdskNOh1,This is so real. With body and face and it haunts u 24:7,"Girl, body image, personal experience, raising awareness","Yes, instrumental music",0,Reflective and emotional. Strong empathy conveyed.
DFGUdskNOh1,Love this ❤️❤️,"Girl, body image, personal experience, raising awareness","Yes, instrumental music",0,Direct expression of support. Very positive.
DFGUdskNOh1,1 like,"Girl, body image, personal experience, raising awareness","Yes, instrumental music",0.25,Comment appears disengaged under a vulnerable post. Slightly dismissive.
CzXevuDuybP,#Wifey🔥,"Girl, teenager, beauty, hair, makeup",No,0,Common flirty compliment. Respectful tone.
CzXevuDuybP,You ahh single,"Girl, teenager, beauty, hair, makeup",No,0,Playful tone — informal flirtation. No harm in context.
CzXevuDuybP,😍😍😍😍😍😍😍😍😍😍,"Girl, teenager, beauty, hair, makeup",No,0,Multiple heart-eyes emojis — purely positive.
CzXevuDuybP,😍,"Girl, teenager, beauty, hair, makeup",No,0,Single emoji — clearly admiring. Harmless.
CzXevuDuybP,It’s giving face😍😍,"Girl, teenager, beauty, hair, makeup",No,0,Compliment popular in beauty culture. Encouraging.
CzXevuDuybP,😍😍😍,"Girl, teenager, beauty, hair, makeup",No,0,Emoji-only reaction — affectionate and positive.
CzXevuDuybP,😍😍😍,"Girl, teenager, beauty, hair, makeup",No,0,Same as above — kind and affirming.
CzXevuDuybP,Beautiful,"Girl, teenager, beauty, hair, makeup",No,0,"Direct, sincere compliment. Very kind."
CzXevuDuybP,😍😍,"Girl, teenager, beauty, hair, makeup",No,0,Emoji reaction — clearly supportive and harmless.
CzXevuDuybP,Beautiful 🫶🏾,"Girl, teenager, beauty, hair, makeup",No,0,Admiring comment with a caring gesture emoji. Clearly supportive.
CzXevuDuybP,wtw u look mad sexy,"Girl, teenager, beauty, hair, makeup",No,0,"Flirty and informal, but non-offensive in beauty context."
C2HJqFdriDM,I love the jumpsuit 🔥😍,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Straightforward praise with expressive emojis. Kind tone.
C2HJqFdriDM,Ame ❤️,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Short name with heart — affectionate tone assumed.
C2HJqFdriDM,Гау ауз биля,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Neutral non-English comment. No harmful signal.
C2HJqFdriDM,No crumbs 🔥,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,'No crumbs' is modern slang for perfection. Strongly supportive.
C2HJqFdriDM,Am I the only one who sees 🚽?,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.5,Comparing someone to a toilet using an emoji — mocking and rude.
C2HJqFdriDM,In which team you are?,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Neutral question. No offensive tone implied.
C2HJqFdriDM,@muhammad_sufi_qureshi,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Just a tag — context doesn’t imply harm.
C2HJqFdriDM,These oversized woman these days 😂,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.75,Judgmental remark on body size. Emoji intensifies mockery. Clearly harmful.
C2HJqFdriDM,حطو لايك مشان اااجاتب يفكرو انو كتبت شي مهم,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0.25,Dismissive humor that minimizes the post. Slightly disrespectful.
C2HJqFdriDM,Reply,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Single-word reply prompt — neutral in tone.
C2HJqFdriDM,بربوك,"Man, fashion, outfit, body image","Yes, pop song, viral audio",0,Simple polite word in Arabic — not harmful.
DCHCeaFxyhS,The expression on your face is just on point. Beautiful and slaying! ❤️❤️🙌,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Warm praise with emoji support. Encouraging and kind.
DCHCeaFxyhS,"South Indian ?Is it 😮😮😮😮. Never knew this dear 😁😁,, lovely outfit and gorgeous you dear 😍😍😍❤️❤️❤️","Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Surprised reaction about ethnicity — not disrespectful.
DCHCeaFxyhS,Nivu kannada davara??,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Language-based identity question. Neutral curiosity.
DCHCeaFxyhS,😘 my heart always feel so wow to see you ❤️,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Affectionate message with loving emojis. Very supportive.
DCHCeaFxyhS,Eega❓Seriously.. Kannada 💛❤️,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Surprised but admiring comment. Respectful tone.
DCHCeaFxyhS,So you are kannada girl and husband gujrati.. Is it love marriage? 😍,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Positive reaction to mixed cultural background. Affirming.
DCHCeaFxyhS,I didn't know u knew Telugu too🙌🔥😀,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Compliment for multilingualism. Friendly and admiring.
DFvHb4NuWrd,There are product that say deep hydration but for dry skin it is like putting water on your face. Can someone with dry skin confirm this is the one?🙌,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,"General product commentary, not targeting the creator. Constructive and neutral."
DFvHb4NuWrd,"As a dry skinned gworl, I love this 😭🩵","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,Expresses support using slang and emojis — personal and positive.
DFvHb4NuWrd,"This is what I wear , because I have a oily skin","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,Shares personal routine — contributes to the conversation without harm.
DFvHb4NuWrd,1 like,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,"Neutral comment, possibly indicating interaction. Not harmful."
DEiC_lUPaxy,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0,Enthusiastic emojis — overwhelmingly positive and supportive.
DEiC_lUPaxy,😍😍😍😍🔥🔥🔥🔥❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0,Short emoji comment showing excitement or appreciation. No harm.
DEiC_lUPaxy,Reply,"Woman, home decoration","Yes, pop song",0,'Reply' is a placeholder or technical reply — no negative intent.
DEiC_lUPaxy,🖤,"Woman, home decoration","Yes, pop song",0,Single black heart emoji may indicate support or aesthetic preference. Harmless.
DEiC_lUPaxy,Beautiful girl 🌹🌹,"Woman, home decoration","Yes, pop song",0,A warm compliment with emojis — respectful and positive.
DEiC_lUPaxy,😍,"Woman, home decoration","Yes, pop song",0,A single emoji expressing love or admiration. Entirely positive.
DCHCeaFxyhS,Soo relatable!! People don’t believe I’m South Indian too,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Affirming shared cultural experience. Deeply supportive.
DCHCeaFxyhS,Kannada! 🔥,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Cultural shout-out with fire emoji. Clearly uplifting.
DCHCeaFxyhS,Your moves are graceful👏🙌,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Respectful compliment on movement. Encouraging tone.
DCHCeaFxyhS,Graceful darling❤️❤️❤️❤️❤️,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Warm compliment with multiple heart emojis. Very supportive.
DCHCeaFxyhS,😍😍😍😍,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Expressive emoji-only admiration. Harmless and positive.
DCHCeaFxyhS,So pretty 😭😭😭💖💖💖💖💖💖💖💖,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Emotional and affectionate emojis expressing admiration. Kind tone.
DCHCeaFxyhS,Stunning south beauty ❤️😍😍,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Affirmation of beauty and culture. Loving and supportive.
DCHCeaFxyhS,So beautiful ❤️,"Woman, personal experience, race, raising awareness","Yes, pop song, viral audio",0,Simple and kind compliment. Harmless.
C6iO1AnuZEL,🤮🤮🤮🤮🤮🤮,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",1,Vomit emojis signal harsh disgust — extremely offensive.
C6iO1AnuZEL,😢😢😢,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.25,Crying emojis may imply disapproval or sadness. Mildly negative tone.
C6iO1AnuZEL,i swear to god you know absolutely nothing about style. you need help,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.75,Blunt insult about fashion sense. Dismissive and offensive.
C6iO1AnuZEL,Reply,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0,Simple one-word prompt. Neutral tone.
C6iO1AnuZEL,"Wow, this is a super cool Life hack. Thank you 🫶🏻 Hello from Ukraine❤️","Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0,Kind and grateful comment. Very supportive.
C6iO1AnuZEL,Thas not shorts thas a outdoor tent 🤣,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.5,Mocking comparison of clothing to a tent. Sarcastic and rude.
C6iO1AnuZEL,Ohhh la la mia nonna il sabato mattina😂😂😂,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.5,Cultural reference implying mockery. Borderline disrespectful.
C6iO1AnuZEL,I want you to style me.,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0,Supportive compliment. Respectful and kind.
C6iO1AnuZEL,This not real right? lol bro what!!,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.25,Disbelief with teasing tone. Slightly mocking.
C6iO1AnuZEL,Reply,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0,Neutral request to reply. No harm implied.
C6iO1AnuZEL,@the5amathletejust stick to gym content buddy,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.5,Gatekeeping tone — undermines creative exploration.
C6iO1AnuZEL,Bruh…,"Man, fashion, outfit, body image, personal opinion","Yes, normal voice, pop song, viral audio",0.25,Vague comment likely expressing disapproval. Mildly dismissive.
C9i0KXdMCwU,We MIGHTTT BE COOKED,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful slang — not harmful. Fits comedic tone of the post.
C9i0KXdMCwU,Okay… but where did the set come from 😍,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Compliment with curiosity and admiration. Very supportive.
C9i0KXdMCwU,Cheap lil set 😭😭😭,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,"Possibly playful, but could come off as classist or mocking affordability. Mildly dismissive."
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Single heart emoji — purely positive.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Duplicate heart emoji — again, positive and warm."
C9i0KXdMCwU,“it’s like Barbie hair” no its not,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Dismissive correction to a playful line. Slightly negative tone.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral prompt asking for a reply. No harm.
C9i0KXdMCwU,Dirty shoes are in… white vans/converse 🔥❤️😍 not too dirty tho…,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Fashion opinion shared playfully — no direct insult. Harmless.
C9i0KXdMCwU,I need a lash routine for the blonde 🔥,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Beauty-related question with admiration. Supportive tone.
C9i0KXdMCwU,Feels good to genuinely laugh at a reel again,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Positive feedback — appreciates humor. Encouraging and respectful.
C9i0KXdMCwU,Let’s work it out on the remix,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Playful phrase — fits trendy, remix-style video. Supportive tone."
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral one-word prompt — no harm intended.
C9i0KXdMCwU,#cute,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Simple hashtag compliment. Clearly positive.
C9i0KXdMCwU,Reals comments 🤓,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Comment on social media culture. Not directed at anyone.
C9i0KXdMCwU,@vinny.3lsethe bop friend group,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Tagging a friend — positive intent implied.
C9i0KXdMCwU,What’s the second one say,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Innocent question about the content — curious, not critical."
C9i0KXdMCwU,GOLDEN GOOSE 🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️ that's all I noticed 🔥❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Expressive fashion compliment with emojis. Supportive and enthusiastic.
C9i0KXdMCwU,Grey Goose sneakers 🙃🙃,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Possible sarcastic tone with eye-roll emojis — mild teasing.
C9i0KXdMCwU,THAT İS AN ALO SET,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Informational outfit ID. Neutral to helpful tone.
C9i0KXdMCwU,😂😂😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Emoji-only laughter — interpreted as joy in this context.
C9i0KXdMCwU,😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter emojis — positive in this comedic context.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"One-word prompt — neutral, not harmful."
C9i0KXdMCwU,yall do know her shoes are meant to be dirty.. right 😭😭?,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Defending shoe style — informative and helpful.
C9i0KXdMCwU,OMG ITS MISS TEXAS,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Recognition comment — likely celebratory. Supportive tone.
C9i0KXdMCwU,I need the outfit details!! 🥹🥹,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Eager fashion interest with kind emoji. Very supportive.
C9i0KXdMCwU,wait I kinda want the blonde,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Playful, possibly flirty comment — clearly positive tone."
C9i0KXdMCwU,🤣😈😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Emoji-only joy and playfulness. Harmless.
